selected,research_role,selection_category,material_id,structure_id,identifier,formula,a1_element,a2_element,b1_element,b2_element,a1_oxidation_state,a2_oxidation_state,b1_oxidation_state,b2_oxidation_state,decomposition_energy_per_atom,ensemble_mean,ensemble_std,error,goldschmidt_t,bartel_tau,site_group,magnetic_proxy,data_source
False,,,63470f8c660f1387211babc3,63470f8c660f1387211babc2,BiCeLiSiO6,BiCeLiSiO6,Bi,Ce,Li,Si,3.0,4.0,1.0,4.0,0.143163,0.14668232,0.010254928216001812,0.0035193199999999925,0.912453,0.282186,A:Bi-Ce|B:Li-Si,other_B,Multinary_Oxides
False,,,63470f8e660f1387211babcd,63470f8e660f1387211babcc,GdPrNiV_O6,GdPrNiVO6,Gd,Pr,Ni,V,3.0,4.0,2.0,3.0,0.132285,0.0730690648,0.0063115239226176735,-0.059215935200000014,0.83329,2.19193,A:Gd-Pr|B:Ni-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470f8f103349a28b1bb2d3,63470f8e103349a28b1bb2d0,CoLaGeMgO6,CoLaGeMgO6,Co,La,Ge,Mg,3.0,3.0,4.0,2.0,0.130557,0.13395171319999996,0.00713417071347267,0.0033947131999999547,0.832815,3.63372,A:Co-La|B:Ge-Mg,other_B,Multinary_Oxides
False,,,63470f90660f1387211babdb,63470f90660f1387211babda,BaHfCuEuO6,BaHfCuEuO6,Ba,Hf,Cu,Eu,2.0,4.0,3.0,3.0,0.251036,0.286345234,0.014909218157243526,0.03530923400000002,0.864297,2.82299,A:Ba-Hf|B:Cu-Eu,other_B,Multinary_Oxides
False,,,63470f91103349a28b1bb2e6,63470f90103349a28b1bb2e3,FeK_CrEuO6,FeKCrEuO6,Fe,K,Cr,Eu,2.0,1.0,6.0,3.0,0.324375,0.317303264,0.011286964749713701,-0.007071736000000051,0.905205,4.28617,A:Fe-K|B:Cr-Eu,magnetic_B_proxy,Multinary_Oxides
False,,,63470f91103349a28b1bb2e7,63470f91103349a28b1bb2e4,BaDyBiZnO6,BaDyBiZnO6,Ba,Dy,Bi,Zn,2.0,3.0,5.0,2.0,0.0629478,0.0672644316,0.004871052815659803,0.0043166315999999955,0.903288,3.28653,A:Ba-Dy|B:Bi-Zn,other_B,Multinary_Oxides
False,,,63470f92103349a28b1bb2f1,63470f92103349a28b1bb2ee,HfK_GdMnO6,HfKGdMnO6,Hf,K,Gd,Mn,4.0,1.0,3.0,4.0,0.172024,0.17666191599999997,0.00628932254584546,0.004637915999999964,0.873115,3.74166,A:Hf-K|B:Gd-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,63470f94660f1387211babf1,63470f94660f1387211babf0,CeInCoZrO6,CeInCoZrO6,Ce,In,Co,Zr,3.0,3.0,2.0,4.0,0.216357,0.218448654,0.006962358297802544,0.0020916539999999983,0.838912,3.58689,A:Ce-In|B:Co-Zr,magnetic_B_proxy,Multinary_Oxides
False,,,63470f98103349a28b1bb322,63470f98103349a28b1bb31f,LaNaTbW_O6,LaNaTbWO6,La,Na,Tb,W,3.0,1.0,3.0,5.0,0.0421704,0.0448374542,0.0041063791178035675,0.0026670542000000047,0.903625,3.98294,A:La-Na|B:Tb-W,other_B,Multinary_Oxides
False,,,63470f98660f1387211bac09,63470f98660f1387211bac08,BiEuTiZnO6,BiEuTiZnO6,Bi,Eu,Ti,Zn,5.0,2.0,3.0,2.0,0.0666018,0.070518544,0.009641345303456358,0.003916744,0.824678,2.72915,A:Bi-Eu|B:Ti-Zn,other_B,Multinary_Oxides
False,,,63470f99660f1387211bac15,63470f99660f1387211bac14,LaNiV_2O6,LaNiV2O6,La,Ni,V,V,3.0,3.0,3.0,3.0,0.202419,0.190799706,0.009237449637352837,-0.011619293999999974,0.824958,3.96881,A:La-Ni|B:V-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470f9b103349a28b1bb335,63470f9a103349a28b1bb332,CeNaCrLaO6,CeNaCrLaO6,Ce,Na,Cr,La,3.0,1.0,5.0,3.0,0.213417,0.22271417599999999,0.006048688258583835,0.00929717599999999,0.904743,3.97956,A:Ce-Na|B:Cr-La,magnetic_B_proxy,Multinary_Oxides
False,,,63470f9d660f1387211bac32,63470f9d660f1387211bac30,Tb2CrSbO6,Tb2CrSbO6,Tb,Tb,Cr,Sb,3.0,3.0,3.0,3.0,0.172043,0.174152624,0.0026915786981119494,0.0021096240000000044,0.845141,3.30214,A:Tb-Tb|B:Cr-Sb,magnetic_B_proxy,Multinary_Oxides
False,,,63470f9e103349a28b1bb34e,63470f9d103349a28b1bb34c,InZrLiMnO6,InZrLiMnO6,In,Zr,Li,Mn,3.0,4.0,1.0,4.0,0.0829246,0.09312142200000001,0.003952813699661612,0.010196822000000008,0.797008,4.42032,A:In-Zr|B:Li-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,63470f9f103349a28b1bb35a,63470f9f103349a28b1bb358,DyNdNbW_O6,DyNdNbWO6,Dy,Nd,Nb,W,2.0,2.0,3.0,5.0,0.389589,0.39346704,0.003314171464566969,0.0038780399999999715,0.912065,4.01774,A:Dy-Nd|B:Nb-W,other_B,Multinary_Oxides
False,,,63470f9f103349a28b1bb35e,63470f9f103349a28b1bb35c,BiMgAlGeO6,BiMgAlGeO6,Bi,Mg,Al,Ge,3.0,2.0,3.0,4.0,0.150021,0.141735192,0.0070086335434212796,-0.008285807999999978,0.889143,3.70888,A:Bi-Mg|B:Al-Ge,other_B,Multinary_Oxides
False,,,63470fa1660f1387211bac4b,63470fa1660f1387211bac48,Ca2FeV_O6,Ca2FeVO6,Ca,Ca,Fe,V,2.0,2.0,6.0,2.0,0.0506018,0.0471241282,0.009076229688129163,-0.0034776718000000054,1.0091,4.13692,A:Ca-Ca|B:Fe-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470fa5103349a28b1bb396,63470fa5103349a28b1bb394,DyFeAlHfO6,DyFeAlHfO6,Dy,Fe,Al,Hf,3.0,2.0,3.0,4.0,0.0966052,0.0991019492,0.003938107054780662,0.0024967491999999952,0.839613,4.45746,A:Dy-Fe|B:Al-Hf,other_B,Multinary_Oxides
False,,,63470fa7660f1387211bac7a,63470fa7660f1387211bac78,CaCoSbTiO6,CaCoSbTiO6,Ca,Co,Sb,Ti,2.0,2.0,5.0,3.0,0.159876,0.168914162,0.02129449368299279,0.009038162000000016,0.875631,4.42114,A:Ca-Co|B:Sb-Ti,other_B,Multinary_Oxides
False,,,63470fa8103349a28b1bb3ab,63470fa7103349a28b1bb3a9,EuNdCrLaO6,EuNdCrLaO6,Eu,Nd,Cr,La,2.0,2.0,5.0,3.0,0.164279,0.165356356,0.005922804356276677,0.0010773560000000015,0.899835,4.02915,A:Eu-Nd|B:Cr-La,magnetic_B_proxy,Multinary_Oxides
False,,,63470fa8660f1387211bac86,63470fa8660f1387211bac84,NaTbFeInO6,NaTbFeInO6,Na,Tb,Fe,In,1.0,4.0,4.0,3.0,0.100506,0.107281201,0.005531000790277919,0.0067752010000000085,0.856638,4.0648,A:Na-Tb|B:Fe-In,magnetic_B_proxy,Multinary_Oxides
False,,,63470fab103349a28b1bb3c2,63470fab103349a28b1bb3bf,GdLaNb2O6,GdLaNb2O6,Gd,La,Nb,Nb,3.0,3.0,3.0,3.0,0.190464,0.194900326,0.005632768933156236,0.004436326000000018,0.87838,2.49119,A:Gd-La|B:Nb-Nb,other_B,Multinary_Oxides
False,,,63470fac103349a28b1bb3cc,63470fac103349a28b1bb3c9,BiGdSbV_O6,BiGdSbVO6,Bi,Gd,Sb,V,3.0,3.0,3.0,3.0,0.166072,0.19160223799999998,0.011803532363441884,0.025530237999999983,0.854757,3.0317,A:Bi-Gd|B:Sb-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470fae103349a28b1bb3dc,63470fad103349a28b1bb3d9,GdTiCoLiO6,GdTiCoLiO6,Gd,Ti,Co,Li,3.0,4.0,4.0,1.0,0.108299,0.11247018719999999,0.014915224111027272,0.004171187199999982,0.803405,3.88252,A:Gd-Ti|B:Co-Li,magnetic_B_proxy,Multinary_Oxides
False,,,63470fae660f1387211bacae,63470fae660f1387211bacac,SrY_CrHfO6,SrYCrHfO6,Sr,Y,Cr,Hf,2.0,3.0,3.0,4.0,0.056337,0.051345675800000004,0.004001435830494499,-0.004991324199999994,0.911096,3.26776,A:Sr-Y|B:Cr-Hf,magnetic_B_proxy,Multinary_Oxides
False,,,63470fb0660f1387211bacb6,63470fb0660f1387211bacb4,BaGdGeNiO6,BaGdGeNiO6,Ba,Gd,Ge,Ni,2.0,3.0,4.0,3.0,0.241535,0.21809685399999998,0.00908234818315616,-0.02343814600000002,0.992648,3.07957,A:Ba-Gd|B:Ge-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,63470fb1103349a28b1bb3f2,63470fb1103349a28b1bb3f0,BaY_CoSnO6,BaYCoSnO6,Ba,Y,Co,Sn,2.0,3.0,3.0,4.0,0.348222,0.333837654,0.0037828370806552085,-0.014384345999999992,0.945971,3.02275,A:Ba-Y|B:Co-Sn,magnetic_B_proxy,Multinary_Oxides
False,,,63470fb1103349a28b1bb3f7,63470fb1103349a28b1bb3f5,DyEuSbZrO6,DyEuSbZrO6,Dy,Eu,Sb,Zr,2.0,3.0,3.0,4.0,0.136258,0.152047212,0.003963497916691769,0.015789211999999997,0.844233,4.40645,A:Dy-Eu|B:Sb-Zr,other_B,Multinary_Oxides
False,,,63470fb2660f1387211bacca,63470fb1660f1387211bacc8,CaNaCrTiO6,CaNaCrTiO6,Ca,Na,Cr,Ti,2.0,1.0,5.0,4.0,0.157293,0.151068772,0.007166752219556634,-0.006224227999999998,1.00393,4.40071,A:Ca-Na|B:Cr-Ti,magnetic_B_proxy,Multinary_Oxides
False,,,63470fb4103349a28b1bb412,63470fb4103349a28b1bb410,CeCoSiY_O6,CeCoSiYO6,Ce,Co,Si,Y,3.0,2.0,4.0,3.0,0.367201,0.377108528,0.005576265468655517,0.009907527999999999,0.869224,3.82077,A:Ce-Co|B:Si-Y,other_B,Multinary_Oxides
False,,,63470fb4660f1387211bacd7,63470fb4660f1387211bacd5,LaTbAlBiO6,LaTbAlBiO6,La,Tb,Al,Bi,3.0,3.0,3.0,3.0,0.147036,0.14509924000000002,0.001867942713361415,-0.0019367599999999818,0.851282,3.24148,A:La-Tb|B:Al-Bi,other_B,Multinary_Oxides
False,,,63470fb5660f1387211bace3,63470fb5660f1387211bace1,BiSrCoGeO6,BiSrCoGeO6,Bi,Sr,Co,Ge,3.0,2.0,3.0,4.0,0.232738,0.22451713200000004,0.008852964936825964,-0.008220867999999965,0.970926,3.11612,A:Bi-Sr|B:Co-Ge,magnetic_B_proxy,Multinary_Oxides
False,,,63470fb6103349a28b1bb41f,63470fb6103349a28b1bb41d,EuMgCuTiO6,EuMgCuTiO6,Eu,Mg,Cu,Ti,3.0,2.0,3.0,4.0,0.155786,0.150310214,0.005881125405182244,-0.00547578600000001,0.86215,3.99426,A:Eu-Mg|B:Cu-Ti,other_B,Multinary_Oxides
False,,,63470fb6660f1387211bacef,63470fb6660f1387211baced,InSmCuTiO6,InSmCuTiO6,In,Sm,Cu,Ti,3.0,3.0,2.0,4.0,0.0824113,0.0959357868,0.0040780240224870205,0.013524486799999999,0.848186,3.185,A:In-Sm|B:Cu-Ti,other_B,Multinary_Oxides
False,,,63470fb7660f1387211bacf2,63470fb6660f1387211bacf0,BaSeCuMgO6,BaSeCuMgO6,Ba,Se,Cu,Mg,2.0,6.0,2.0,2.0,0.455146,0.36567516999999994,0.03196190691380913,-0.08947083000000006,0.803606,2.57431,A:Ba-Se|B:Cu-Mg,other_B,Multinary_Oxides
False,,,63470fb8660f1387211bacfa,63470fb8660f1387211bacf9,CeK_GaZrO6,CeKGaZrO6,Ce,K,Ga,Zr,4.0,1.0,3.0,4.0,0.155197,0.156862412,0.005393406096866811,0.001665412000000005,0.953057,2.94657,A:Ce-K|B:Ga-Zr,other_B,Multinary_Oxides
False,,,63470fba660f1387211bad0a,63470fba660f1387211bad08,CeEuW_Y_O6,CeEuWYO6,Ce,Eu,W,Y,3.0,2.0,4.0,3.0,0.139207,0.142284872,0.007147799263725866,0.0030778720000000093,0.890371,3.45687,A:Ce-Eu|B:W-Y,other_B,Multinary_Oxides
False,,,63470fbb103349a28b1bb447,63470fbb103349a28b1bb445,Ce2MnNiO6,Ce2MnNiO6,Ce,Ce,Mn,Ni,4.0,4.0,2.0,2.0,0.126192,0.12276021480000002,0.011868017352439926,-0.0034317851999999816,0.831505,0.639926,A:Ce-Ce|B:Mn-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,63470fbc660f1387211bad17,63470fbc660f1387211bad15,CaLaInTiO6,CaLaInTiO6,Ca,La,In,Ti,2.0,3.0,3.0,4.0,0.0352261,0.0316451162,0.003962585357615933,-0.0035809838000000066,0.924872,3.0977,A:Ca-La|B:In-Ti,other_B,Multinary_Oxides
False,,,63470fbe660f1387211bad23,63470fbd660f1387211bad21,CeLaFeV_O6,CeLaFeVO6,Ce,La,Fe,V,4.0,3.0,2.0,3.0,0.0744835,0.0793134392,0.008466652777083942,0.004829939200000008,0.888072,0.615754,A:Ce-La|B:Fe-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470fbf103349a28b1bb466,63470fbf103349a28b1bb464,FePrCrSiO6,FePrCrSiO6,Fe,Pr,Cr,Si,2.0,4.0,2.0,4.0,0.205675,0.20534426,0.006829504127874149,-0.00033073999999999604,0.827315,3.8022,A:Fe-Pr|B:Cr-Si,magnetic_B_proxy,Multinary_Oxides
False,,,63470fc2103349a28b1bb482,63470fc2103349a28b1bb480,SrZnAlW_O6,SrZnAlWO6,Sr,Zn,Al,W,2.0,2.0,3.0,5.0,0.271239,0.1390884828,0.02100772884940752,-0.1321505172,0.918971,4.16313,A:Sr-Zn|B:Al-W,other_B,Multinary_Oxides
False,,,63470fc3103349a28b1bb48a,63470fc3103349a28b1bb488,GaLaAl2O6,GaLaAl2O6,Ga,La,Al,Al,3.0,3.0,3.0,3.0,0.0882784,0.0834470362,0.009465242543593756,-0.004831363800000002,0.873377,2.63707,A:Ga-La|B:Al-Al,other_B,Multinary_Oxides
False,,,63470fc4660f1387211bad53,63470fc4660f1387211bad51,BaFeAlV_O6,BaFeAlVO6,Ba,Fe,Al,V,2.0,2.0,3.0,5.0,0.462661,0.484406232,0.016053985254737207,0.021745232000000003,0.972614,4.10411,A:Ba-Fe|B:Al-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470fc8103349a28b1bb4af,63470fc8103349a28b1bb4ad,GaNdAlMnO6,GaNdAlMnO6,Ga,Nd,Al,Mn,3.0,2.0,3.0,4.0,0.151065,0.15404254599999997,0.016379317157187292,0.00297754599999997,0.872678,3.89776,A:Ga-Nd|B:Al-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,63470fc8103349a28b1bb4b2,63470fc8103349a28b1bb4b0,SbK_MnW_O6,SbKMnWO6,K,Sb,Mn,W,1.0,3.0,2.0,6.0,0.106536,0.08168805879999999,0.011806139184810467,-0.024847941200000015,0.869257,4.44062,A:K-Sb|B:Mn-W,magnetic_B_proxy,Multinary_Oxides
False,,,63470fca660f1387211bad78,63470fc9660f1387211bad75,SmK_CeSnO6,SmKCeSnO6,K,Sm,Ce,Sn,1.0,3.0,4.0,4.0,0.0629036,0.06480186400000001,0.002682082799389309,0.0018982640000000106,0.921185,3.81719,A:K-Sm|B:Ce-Sn,other_B,Multinary_Oxides
False,,,63470fcb103349a28b1bb4c6,63470fcb103349a28b1bb4c4,CrK_AlHfO6,CrKAlHfO6,Cr,K,Al,Hf,4.0,1.0,3.0,4.0,0.295166,0.30938786,0.01512363601540481,0.01422186000000003,0.872302,3.78557,A:Cr-K|B:Al-Hf,other_B,Multinary_Oxides
False,,,63470fcb660f1387211bad8a,63470fcb660f1387211bad87,DySmCuV_O6,DySmCuVO6,Dy,Sm,Cu,V,3.0,3.0,1.0,5.0,0.131609,0.125310732,0.0045794722192104235,-0.006298267999999996,0.881389,2.42432,A:Dy-Sm|B:Cu-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470fcd660f1387211bad94,63470fcc660f1387211bad91,BiY_MgNbO6,BiYMgNbO6,Bi,Y,Mg,Nb,3.0,3.0,2.0,4.0,0.187347,0.187347712,0.006720059842975368,7.119999999860571e-07,0.84937,3.18716,A:Bi-Y|B:Mg-Nb,other_B,Multinary_Oxides
False,,,63470fcf660f1387211bada8,63470fcf660f1387211bada5,CaEuMgSbO6,CaEuMgSbO6,Ca,Eu,Mg,Sb,2.0,3.0,2.0,5.0,0.0127388,0.0179250807,0.007368836934136804,0.005186280699999999,0.902763,3.35534,A:Ca-Eu|B:Mg-Sb,other_B,Multinary_Oxides
False,,,63470fd1103349a28b1bb4ef,63470fd1103349a28b1bb4ed,GaSrAlW_O6,GaSrAlWO6,Ga,Sr,Al,W,3.0,2.0,3.0,4.0,0.223273,0.210533246,0.012217665211951504,-0.012739753999999992,0.86021,4.00705,A:Ga-Sr|B:Al-W,other_B,Multinary_Oxides
False,,,63470fd3660f1387211badca,63470fd3660f1387211badc8,DyPrAlEuO6,DyPrAlEuO6,Dy,Pr,Al,Eu,3.0,3.0,3.0,3.0,0.170583,0.170603058,0.004871821489706907,2.0057999999989473e-05,0.835912,3.71794,A:Dy-Pr|B:Al-Eu,other_B,Multinary_Oxides
False,,,63470fd3660f1387211badcb,63470fd3660f1387211badc9,GdLaCoMnO6,GdLaCoMnO6,Gd,La,Co,Mn,3.0,3.0,2.0,4.0,0.416539,0.282761308,0.08626731473811604,-0.133777692,0.913946,1.99033,A:Gd-La|B:Co-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,63470fd5660f1387211badd7,63470fd5660f1387211badd5,CeDyAl2O6,CeDyAl2O6,Ce,Dy,Al,Al,3.0,3.0,3.0,3.0,0.0918143,0.1033234958,0.013659189272572444,0.011509195799999997,0.95432,1.92841,A:Ce-Dy|B:Al-Al,other_B,Multinary_Oxides
False,,,63470fd6103349a28b1bb50e,63470fd6103349a28b1bb50c,CaInNiY_O6,CaInNiYO6,Ca,In,Ni,Y,2.0,3.0,4.0,3.0,0.148688,0.150035374,0.00510262496371034,0.0013473740000000123,0.855971,4.07892,A:Ca-In|B:Ni-Y,magnetic_B_proxy,Multinary_Oxides
False,,,63470fd6103349a28b1bb50f,63470fd6103349a28b1bb50d,NdSnTb2O6,NdSnTb2O6,Nd,Sn,Tb,Tb,2.0,2.0,4.0,4.0,0.148336,0.19029675,0.021707667921965962,0.04196074999999999,0.867515,4.45304,A:Nd-Sn|B:Tb-Tb,other_B,Multinary_Oxides
False,,,63470fd6103349a28b1bb512,63470fd6103349a28b1bb510,EuSmCeCoO6,EuSmCeCoO6,Eu,Sm,Ce,Co,3.0,3.0,4.0,2.0,0.139999,0.14072378,0.004004455181588374,0.0007247799999999804,0.826426,4.29081,A:Eu-Sm|B:Ce-Co,magnetic_B_proxy,Multinary_Oxides
False,,,63470fd9660f1387211badf7,63470fd9660f1387211badf5,Ce2MgSeO6,Ce2MgSeO6,Ce,Ce,Mg,Se,3.0,3.0,2.0,4.0,0.417932,0.385903424,0.019212370060387663,-0.03202857600000003,0.963917,1.66922,A:Ce-Ce|B:Mg-Se,other_B,Multinary_Oxides
False,,,63470fda103349a28b1bb527,63470fd9103349a28b1bb525,EuGdNiSiO6,EuGdNiSiO6,Eu,Gd,Ni,Si,3.0,3.0,2.0,4.0,0.139735,0.132610488,0.00511740457913678,-0.0071245119999999995,0.913786,2.1476,A:Eu-Gd|B:Ni-Si,magnetic_B_proxy,Multinary_Oxides
False,,,63470fda660f1387211badff,63470fda660f1387211badfd,AlNdCuNiO6,AlNdCuNiO6,Al,Nd,Cu,Ni,3.0,2.0,3.0,4.0,0.184923,0.196835204,0.00706779182406571,0.01191220400000001,0.867224,4.01815,A:Al-Nd|B:Cu-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,63470fdd660f1387211bae12,63470fdc660f1387211bae10,CaSmDyFeO6,CaSmDyFeO6,Ca,Sm,Dy,Fe,2.0,2.0,2.0,6.0,0.0688682,0.0672644328,0.0032523280307234074,-0.0016037672000000086,0.937088,3.87308,A:Ca-Sm|B:Dy-Fe,magnetic_B_proxy,Multinary_Oxides
False,,,63470fdd660f1387211bae13,63470fdc660f1387211bae11,BaY_CrMnO6,BaYCrMnO6,Ba,Y,Cr,Mn,2.0,3.0,3.0,4.0,0.24581,0.249670528,0.015225584535881371,0.003860528000000002,0.983138,3.07399,A:Ba-Y|B:Cr-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,63470fe2660f1387211bae3e,63470fe1660f1387211bae3b,Bi2ZnZrO6,Bi2ZnZrO6,Bi,Bi,Zn,Zr,3.0,3.0,2.0,4.0,0.0824676,0.08063267400000002,0.004988726603115268,-0.0018349259999999867,0.853176,3.11088,A:Bi-Bi|B:Zn-Zr,other_B,Multinary_Oxides
False,,,63470fe2660f1387211bae42,63470fe2660f1387211bae40,NaPrDyGeO6,NaPrDyGeO6,Na,Pr,Dy,Ge,1.0,4.0,3.0,4.0,0.129761,0.13340203479999999,0.008311058466039401,0.003641034799999998,0.858463,4.03395,A:Na-Pr|B:Dy-Ge,other_B,Multinary_Oxides
False,,,63470fe5103349a28b1bb577,63470fe5103349a28b1bb575,BaGdGaGeO6,BaGdGaGeO6,Ba,Gd,Ga,Ge,2.0,3.0,3.0,4.0,0.231578,0.21906430000000002,0.014538195903906032,-0.012513699999999989,0.987622,3.0547,A:Ba-Gd|B:Ga-Ge,other_B,Multinary_Oxides
False,,,63470fe7103349a28b1bb586,63470fe7103349a28b1bb584,Sr2LiMnO6,Sr2LiMnO6,Sr,Sr,Li,Mn,2.0,2.0,1.0,7.0,0.0997224,0.1108871052,0.012729830318698978,0.0111647052,0.999096,3.79176,A:Sr-Sr|B:Li-Mn,magnetic_B_proxy,Multinary_Oxides
False,,,63470fe7660f1387211bae6e,63470fe7660f1387211bae6c,BiNaGdV_O6,BiNaGdVO6,Bi,Na,Gd,V,3.0,1.0,3.0,5.0,0.137475,0.140218072,0.008314328951771761,0.0027430719999999853,0.88595,4.20072,A:Bi-Na|B:Gd-V,magnetic_B_proxy,Multinary_Oxides
False,,,63470fea660f1387211bae82,63470fea660f1387211bae80,BaInSbSiO6,BaInSbSiO6,Ba,In,Sb,Si,2.0,3.0,3.0,4.0,0.481698,0.35529719600000004,0.021860213045784355,-0.12640080399999998,0.951737,3.15609,A:Ba-In|B:Sb-Si,other_B,Multinary_Oxides
False,,,63470feb103349a28b1bb5a3,63470feb103349a28b1bb5a1,InSmCuNbO6,InSmCuNbO6,In,Sm,Cu,Nb,3.0,3.0,1.0,5.0,0.194137,0.21532646,0.009945429006088672,0.021189459999999993,0.833076,3.76083,A:In-Sm|B:Cu-Nb,other_B,Multinary_Oxides
False,,,63470feb103349a28b1bb5a7,63470feb103349a28b1bb5a5,NbSrNi2O6,NbSrNi2O6,Nb,Sr,Ni,Ni,4.0,2.0,3.0,3.0,0.133988,0.11858263499999999,0.010924134438033296,-0.015405365000000004,0.889187,2.32991,A:Nb-Sr|B:Ni-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,63470feb660f1387211bae86,63470fea660f1387211bae84,CeLaEuZnO6,CeLaEuZnO6,Ce,La,Eu,Zn,4.0,3.0,3.0,2.0,0.166179,0.17804968999999998,0.01250918533420742,0.01187068999999999,0.835228,2.59614,A:Ce-La|B:Eu-Zn,other_B,Multinary_Oxides
False,,,63470fed103349a28b1bb5b3,63470fec103349a28b1bb5b1,LaNbCoInO6,LaNbCoInO6,La,Nb,Co,In,3.0,4.0,2.0,3.0,0.279048,0.274911872,0.018059009065014328,-0.004136128000000017,0.805565,4.30171,A:La-Nb|B:Co-In,magnetic_B_proxy,Multinary_Oxides
False,,,63470ff1103349a28b1bb5db,63470ff1103349a28b1bb5d9,DyK_CrPrO6,DyKCrPrO6,Dy,K,Cr,Pr,2.0,1.0,6.0,3.0,0.269553,0.270690316,0.00517143340178813,0.0011373159999999993,0.941137,4.05689,A:Dy-K|B:Cr-Pr,magnetic_B_proxy,Multinary_Oxides
False,,,63470ff2660f1387211baec2,63470ff2660f1387211baec0,NaTbNiW_O6,NaTbNiWO6,Na,Tb,Ni,W,1.0,3.0,2.0,6.0,0.0434034,0.040440011000000005,0.0021180910537343545,-0.002963388999999997,0.913706,4.04689,A:Na-Tb|B:Ni-W,magnetic_B_proxy,Multinary_Oxides
False,,,63470ff4103349a28b1bb5f3,63470ff4103349a28b1bb5f1,CaDyFeSrO6,CaDyFeSrO6,Ca,Dy,Fe,Sr,2.0,2.0,6.0,2.0,0.132299,0.12940036,0.0037131747126953234,-0.002898640000000008,0.890988,4.15994,A:Ca-Dy|B:Fe-Sr,magnetic_B_proxy,Multinary_Oxides
False,,,63470ff6660f1387211baee3,63470ff6660f1387211baee1,SrY_CaSbO6,SrYCaSbO6,Sr,Y,Ca,Sb,2.0,3.0,2.0,5.0,0.00862639,-0.0033585577399999995,0.0053352463708855715,-0.011984947739999998,0.854153,4.18882,A:Sr-Y|B:Ca-Sb,other_B,Multinary_Oxides
False,,,63470ffd660f1387211baf16,63470ffc660f1387211baf14,Ca2CrNbO6,Ca2CrNbO6,Ca,Ca,Cr,Nb,2.0,2.0,4.0,4.0,0.013633,0.0059640288999999996,0.011269821747488758,-0.0076689711,0.961525,3.87184,A:Ca-Ca|B:Cr-Nb,magnetic_B_proxy,Multinary_Oxides
False,,,63470ffe660f1387211baf22,63470ffe660f1387211baf20,EuMgGaTiO6,EuMgGaTiO6,Eu,Mg,Ga,Ti,3.0,2.0,3.0,4.0,0.119937,0.11994584500000001,0.005293857345877391,8.84500000000732e-06,0.845015,4.31942,A:Eu-Mg|B:Ga-Ti,other_B,Multinary_Oxides
False,,,63471000103349a28b1bb64a,63471000103349a28b1bb648,InK_SiSnO6,InKSiSnO6,In,K,Si,Sn,3.0,1.0,4.0,4.0,0.506168,0.481240076,0.00518823815726303,-0.024927923999999935,0.974317,4.0702,A:In-K|B:Si-Sn,other_B,Multinary_Oxides
False,,,63471001660f1387211baf38,63471001660f1387211baf35,BaFeInNiO6,BaFeInNiO6,Ba,Fe,In,Ni,2.0,4.0,3.0,3.0,0.249786,0.31079504,0.026548355400360477,0.061009040000000014,0.840952,3.45913,A:Ba-Fe|B:In-Ni,magnetic_B_proxy,Multinary_Oxides
False,,,63471002103349a28b1bb656,63471002103349a28b1bb654,BaSmGeLaO6,BaSmGeLaO6,Ba,Sm,Ge,La,2.0,3.0,4.0,3.0,0.267216,0.17170895,0.0034334415988407285,-0.09550705000000001,0.915899,3.12791,A:Ba-Sm|B:Ge-La,other_B,Multinary_Oxides
False,,,63471002660f1387211baf44,63471002660f1387211baf41,CeInFeTiO6,CeInFeTiO6,Ce,In,Fe,Ti,4.0,3.0,2.0,3.0,0.13788,0.138744932,0.0083216676464979,0.0008649319999999849,0.808597,3.84171,A:Ce-In|B:Fe-Ti,magnetic_B_proxy,Multinary_Oxides
False,,,63471005660f1387211baf5b,63471005660f1387211baf5a,AlLaCu2O6,AlLaCu2O6,Al,La,Cu,Cu,3.0,3.0,3.0,3.0,0.172616,0.18800183,0.01373644916914302,0.015385830000000017,0.855636,2.95465,A:Al-La|B:Cu-Cu,other_B,Multinary_Oxides
False,,,63471005660f1387211baf5d,63471005660f1387211baf5c,MnNaSiV_O6,MnNaSiVO6,Mn,Na,Si,V,4.0,1.0,4.0,3.0,0.202816,0.18743153999999998,0.01930102519495402,-0.015384460000000016,0.869152,3.9702,A:Mn-Na|B:Si-V,magnetic_B_proxy,Multinary_Oxides
